candidate_id,model_kind,feature_selection_mode,feature_selection_top_k,feature_selection_min_features,feature_selection_min_abs_spearman,feature_selection_min_mutual_info,feature_selection_correlation_threshold,feature_selection_lasso_alpha,robust_clip,calibration,target_transform,prediction_clip,alpha,l1_ratio,epsilon,n_components,fit_intercept,max_iter,tol
34011,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.1,0.6,,,True,500000,0.0001
34012,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.1,0.6,,,True,500000,0.0001
34013,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.1,0.6,,,True,500000,0.0001
34014,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.1,0.7,,,True,500000,0.0001
34015,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.1,0.7,,,True,500000,0.0001
34016,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.1,0.7,,,True,500000,0.0001
34017,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.1,0.7,,,True,500000,0.0001
34018,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.1,0.7,,,True,500000,0.0001
34019,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.1,0.7,,,True,500000,0.0001
34020,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.1,0.8,,,True,500000,0.0001
34021,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.1,0.8,,,True,500000,0.0001
34022,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.1,0.8,,,True,500000,0.0001
34023,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.1,0.8,,,True,500000,0.0001
34024,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.1,0.8,,,True,500000,0.0001
34025,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.1,0.8,,,True,500000,0.0001
34026,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.1,0.9,,,True,500000,0.0001
34027,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.1,0.9,,,True,500000,0.0001
34028,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.1,0.9,,,True,500000,0.0001
34029,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.1,0.9,,,True,500000,0.0001
34030,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.1,0.9,,,True,500000,0.0001
34031,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.1,0.9,,,True,500000,0.0001
34032,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.1,0.95,,,True,500000,0.0001
34033,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.1,0.95,,,True,500000,0.0001
34034,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.1,0.95,,,True,500000,0.0001
34035,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.1,0.95,,,True,500000,0.0001
34036,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.1,0.95,,,True,500000,0.0001
34037,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.1,0.95,,,True,500000,0.0001
34038,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.1,0.99,,,True,500000,0.0001
34039,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.1,0.99,,,True,500000,0.0001
34040,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.1,0.99,,,True,500000,0.0001
34041,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.1,0.99,,,True,500000,0.0001
34042,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.1,0.99,,,True,500000,0.0001
34043,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.1,0.99,,,True,500000,0.0001
34044,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.01,,,True,500000,0.0001
34045,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.01,,,True,500000,0.0001
34046,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.01,,,True,500000,0.0001
34047,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.01,,,True,500000,0.0001
34048,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.01,,,True,500000,0.0001
34049,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.01,,,True,500000,0.0001
34050,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.05,,,True,500000,0.0001
34051,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.05,,,True,500000,0.0001
34052,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.05,,,True,500000,0.0001
34053,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.05,,,True,500000,0.0001
34054,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.05,,,True,500000,0.0001
34055,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.05,,,True,500000,0.0001
34056,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.1,,,True,500000,0.0001
34057,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.1,,,True,500000,0.0001
34058,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.1,,,True,500000,0.0001
34059,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.1,,,True,500000,0.0001
34060,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.1,,,True,500000,0.0001
34061,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.1,,,True,500000,0.0001
34062,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.2,,,True,500000,0.0001
34063,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.2,,,True,500000,0.0001
34064,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.2,,,True,500000,0.0001
34065,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.2,,,True,500000,0.0001
34066,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.2,,,True,500000,0.0001
34067,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.2,,,True,500000,0.0001
34068,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.3,,,True,500000,0.0001
34069,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.3,,,True,500000,0.0001
34070,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.3,,,True,500000,0.0001
34071,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.3,,,True,500000,0.0001
34072,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.3,,,True,500000,0.0001
34073,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.3,,,True,500000,0.0001
34074,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.4,,,True,500000,0.0001
34075,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.4,,,True,500000,0.0001
34076,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.4,,,True,500000,0.0001
34077,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.4,,,True,500000,0.0001
34078,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.4,,,True,500000,0.0001
34079,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.4,,,True,500000,0.0001
34080,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.5,,,True,500000,0.0001
34081,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.5,,,True,500000,0.0001
34082,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.5,,,True,500000,0.0001
34083,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.5,,,True,500000,0.0001
34084,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.5,,,True,500000,0.0001
34085,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.5,,,True,500000,0.0001
34086,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.6,,,True,500000,0.0001
34087,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.6,,,True,500000,0.0001
34088,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.6,,,True,500000,0.0001
34089,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.6,,,True,500000,0.0001
34090,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.6,,,True,500000,0.0001
34091,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.6,,,True,500000,0.0001
34092,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.7,,,True,500000,0.0001
34093,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.7,,,True,500000,0.0001
34094,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.7,,,True,500000,0.0001
34095,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.7,,,True,500000,0.0001
34096,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.7,,,True,500000,0.0001
34097,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.7,,,True,500000,0.0001
34098,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.8,,,True,500000,0.0001
34099,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.8,,,True,500000,0.0001
34100,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.8,,,True,500000,0.0001
34101,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.8,,,True,500000,0.0001
34102,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.8,,,True,500000,0.0001
34103,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.8,,,True,500000,0.0001
34104,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.9,,,True,500000,0.0001
34105,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.9,,,True,500000,0.0001
34106,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.9,,,True,500000,0.0001
34107,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.9,,,True,500000,0.0001
34108,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.9,,,True,500000,0.0001
34109,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.9,,,True,500000,0.0001
34110,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.95,,,True,500000,0.0001
34111,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.95,,,True,500000,0.0001
34112,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.95,,,True,500000,0.0001
34113,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.95,,,True,500000,0.0001
34114,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.95,,,True,500000,0.0001
34115,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.95,,,True,500000,0.0001
34116,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,0.3,0.99,,,True,500000,0.0001
34117,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,0.3,0.99,,,True,500000,0.0001
34118,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,0.3,0.99,,,True,500000,0.0001
34119,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,0.3,0.99,,,True,500000,0.0001
34120,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,0.3,0.99,,,True,500000,0.0001
34121,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,0.3,0.99,,,True,500000,0.0001
34122,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.01,,,True,500000,0.0001
34123,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.01,,,True,500000,0.0001
34124,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.01,,,True,500000,0.0001
34125,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.01,,,True,500000,0.0001
34126,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.01,,,True,500000,0.0001
34127,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.01,,,True,500000,0.0001
34128,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.05,,,True,500000,0.0001
34129,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.05,,,True,500000,0.0001
34130,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.05,,,True,500000,0.0001
34131,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.05,,,True,500000,0.0001
34132,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.05,,,True,500000,0.0001
34133,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.05,,,True,500000,0.0001
34134,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.1,,,True,500000,0.0001
34135,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.1,,,True,500000,0.0001
34136,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.1,,,True,500000,0.0001
34137,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.1,,,True,500000,0.0001
34138,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.1,,,True,500000,0.0001
34139,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.1,,,True,500000,0.0001
34140,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.2,,,True,500000,0.0001
34141,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.2,,,True,500000,0.0001
34142,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.2,,,True,500000,0.0001
34143,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.2,,,True,500000,0.0001
34144,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.2,,,True,500000,0.0001
34145,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.2,,,True,500000,0.0001
34146,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.3,,,True,500000,0.0001
34147,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.3,,,True,500000,0.0001
34148,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.3,,,True,500000,0.0001
34149,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.3,,,True,500000,0.0001
34150,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.3,,,True,500000,0.0001
34151,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.3,,,True,500000,0.0001
34152,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.4,,,True,500000,0.0001
34153,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.4,,,True,500000,0.0001
34154,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.4,,,True,500000,0.0001
34155,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.4,,,True,500000,0.0001
34156,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.4,,,True,500000,0.0001
34157,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.4,,,True,500000,0.0001
34158,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.5,,,True,500000,0.0001
34159,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.5,,,True,500000,0.0001
34160,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.5,,,True,500000,0.0001
34161,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.5,,,True,500000,0.0001
34162,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.5,,,True,500000,0.0001
34163,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.5,,,True,500000,0.0001
34164,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.6,,,True,500000,0.0001
34165,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.6,,,True,500000,0.0001
34166,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.6,,,True,500000,0.0001
34167,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.6,,,True,500000,0.0001
34168,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.6,,,True,500000,0.0001
34169,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.6,,,True,500000,0.0001
34170,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.7,,,True,500000,0.0001
34171,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.7,,,True,500000,0.0001
34172,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.7,,,True,500000,0.0001
34173,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.7,,,True,500000,0.0001
34174,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.7,,,True,500000,0.0001
34175,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.7,,,True,500000,0.0001
34176,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.8,,,True,500000,0.0001
34177,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.8,,,True,500000,0.0001
34178,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.8,,,True,500000,0.0001
34179,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.8,,,True,500000,0.0001
34180,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.8,,,True,500000,0.0001
34181,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.8,,,True,500000,0.0001
34182,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.9,,,True,500000,0.0001
34183,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.9,,,True,500000,0.0001
34184,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.9,,,True,500000,0.0001
34185,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.9,,,True,500000,0.0001
34186,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.9,,,True,500000,0.0001
34187,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.9,,,True,500000,0.0001
34188,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.95,,,True,500000,0.0001
34189,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.95,,,True,500000,0.0001
34190,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.95,,,True,500000,0.0001
34191,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.95,,,True,500000,0.0001
34192,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.95,,,True,500000,0.0001
34193,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.95,,,True,500000,0.0001
34194,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,1.0,0.99,,,True,500000,0.0001
34195,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,1.0,0.99,,,True,500000,0.0001
34196,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,1.0,0.99,,,True,500000,0.0001
34197,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,1.0,0.99,,,True,500000,0.0001
34198,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,1.0,0.99,,,True,500000,0.0001
34199,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,1.0,0.99,,,True,500000,0.0001
34200,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,none,none,0_100,3.0,0.01,,,True,500000,0.0001
34201,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,none,linear,none,0_100,3.0,0.01,,,True,500000,0.0001
34202,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,none,none,0_100,3.0,0.01,,,True,500000,0.0001
34203,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=4,linear,none,0_100,3.0,0.01,,,True,500000,0.0001
34204,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,none,none,0_100,3.0,0.01,,,True,500000,0.0001
34205,elastic_net,spearman_then_correlation,40,8,0.0,0.0,0.99,0.03,z=5,linear,none,0_100,3.0,0.01,,,True,500000,0.0001
