candidate_id,model_kind,feature_selection_mode,feature_selection_top_k,feature_selection_min_features,feature_selection_min_abs_spearman,feature_selection_min_mutual_info,feature_selection_correlation_threshold,feature_selection_lasso_alpha,robust_clip,calibration,target_transform,prediction_clip,alpha,l1_ratio,epsilon,n_components,fit_intercept,max_iter,tol
11285,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.1,,1.4,,True,500000,0.0001
11286,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.1,,1.5,,True,500000,0.0001
11287,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.1,,1.5,,True,500000,0.0001
11288,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.1,,1.5,,True,500000,0.0001
11289,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.1,,1.5,,True,500000,0.0001
11290,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.1,,1.5,,True,500000,0.0001
11291,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.1,,1.5,,True,500000,0.0001
11292,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.1,,1.75,,True,500000,0.0001
11293,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.1,,1.75,,True,500000,0.0001
11294,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.1,,1.75,,True,500000,0.0001
11295,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.1,,1.75,,True,500000,0.0001
11296,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.1,,1.75,,True,500000,0.0001
11297,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.1,,1.75,,True,500000,0.0001
11298,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.1,,2.0,,True,500000,0.0001
11299,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.1,,2.0,,True,500000,0.0001
11300,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.1,,2.0,,True,500000,0.0001
11301,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.1,,2.0,,True,500000,0.0001
11302,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.1,,2.0,,True,500000,0.0001
11303,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.1,,2.0,,True,500000,0.0001
11304,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.3,,1.05,,True,500000,0.0001
11305,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.3,,1.05,,True,500000,0.0001
11306,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.3,,1.05,,True,500000,0.0001
11307,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.3,,1.05,,True,500000,0.0001
11308,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.3,,1.05,,True,500000,0.0001
11309,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.3,,1.05,,True,500000,0.0001
11310,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.3,,1.1,,True,500000,0.0001
11311,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.3,,1.1,,True,500000,0.0001
11312,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.3,,1.1,,True,500000,0.0001
11313,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.3,,1.1,,True,500000,0.0001
11314,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.3,,1.1,,True,500000,0.0001
11315,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.3,,1.1,,True,500000,0.0001
11316,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.3,,1.15,,True,500000,0.0001
11317,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.3,,1.15,,True,500000,0.0001
11318,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.3,,1.15,,True,500000,0.0001
11319,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.3,,1.15,,True,500000,0.0001
11320,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.3,,1.15,,True,500000,0.0001
11321,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.3,,1.15,,True,500000,0.0001
11322,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.3,,1.2,,True,500000,0.0001
11323,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.3,,1.2,,True,500000,0.0001
11324,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.3,,1.2,,True,500000,0.0001
11325,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.3,,1.2,,True,500000,0.0001
11326,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.3,,1.2,,True,500000,0.0001
11327,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.3,,1.2,,True,500000,0.0001
11328,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.3,,1.3,,True,500000,0.0001
11329,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.3,,1.3,,True,500000,0.0001
11330,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.3,,1.3,,True,500000,0.0001
11331,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.3,,1.3,,True,500000,0.0001
11332,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.3,,1.3,,True,500000,0.0001
11333,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.3,,1.3,,True,500000,0.0001
11334,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.3,,1.4,,True,500000,0.0001
11335,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.3,,1.4,,True,500000,0.0001
11336,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.3,,1.4,,True,500000,0.0001
11337,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.3,,1.4,,True,500000,0.0001
11338,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.3,,1.4,,True,500000,0.0001
11339,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.3,,1.4,,True,500000,0.0001
11340,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.3,,1.5,,True,500000,0.0001
11341,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.3,,1.5,,True,500000,0.0001
11342,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.3,,1.5,,True,500000,0.0001
11343,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.3,,1.5,,True,500000,0.0001
11344,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.3,,1.5,,True,500000,0.0001
11345,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.3,,1.5,,True,500000,0.0001
11346,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.3,,1.75,,True,500000,0.0001
11347,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.3,,1.75,,True,500000,0.0001
11348,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.3,,1.75,,True,500000,0.0001
11349,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.3,,1.75,,True,500000,0.0001
11350,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.3,,1.75,,True,500000,0.0001
11351,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.3,,1.75,,True,500000,0.0001
11352,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,0.3,,2.0,,True,500000,0.0001
11353,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,0.3,,2.0,,True,500000,0.0001
11354,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,0.3,,2.0,,True,500000,0.0001
11355,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,0.3,,2.0,,True,500000,0.0001
11356,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,0.3,,2.0,,True,500000,0.0001
11357,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,0.3,,2.0,,True,500000,0.0001
11358,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,1.0,,1.05,,True,500000,0.0001
11359,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,1.0,,1.05,,True,500000,0.0001
11360,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,1.0,,1.05,,True,500000,0.0001
11361,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,1.0,,1.05,,True,500000,0.0001
11362,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,1.0,,1.05,,True,500000,0.0001
11363,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,1.0,,1.05,,True,500000,0.0001
11364,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,1.0,,1.1,,True,500000,0.0001
11365,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,1.0,,1.1,,True,500000,0.0001
11366,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,1.0,,1.1,,True,500000,0.0001
11367,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,1.0,,1.1,,True,500000,0.0001
11368,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,1.0,,1.1,,True,500000,0.0001
11369,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,1.0,,1.1,,True,500000,0.0001
11370,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,1.0,,1.15,,True,500000,0.0001
11371,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,1.0,,1.15,,True,500000,0.0001
11372,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,1.0,,1.15,,True,500000,0.0001
11373,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,1.0,,1.15,,True,500000,0.0001
11374,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,1.0,,1.15,,True,500000,0.0001
11375,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,1.0,,1.15,,True,500000,0.0001
11376,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,1.0,,1.2,,True,500000,0.0001
11377,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,1.0,,1.2,,True,500000,0.0001
11378,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,1.0,,1.2,,True,500000,0.0001
11379,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,1.0,,1.2,,True,500000,0.0001
11380,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,1.0,,1.2,,True,500000,0.0001
11381,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,1.0,,1.2,,True,500000,0.0001
11382,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,1.0,,1.3,,True,500000,0.0001
11383,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,1.0,,1.3,,True,500000,0.0001
11384,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,1.0,,1.3,,True,500000,0.0001
11385,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,1.0,,1.3,,True,500000,0.0001
11386,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,1.0,,1.3,,True,500000,0.0001
11387,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,1.0,,1.3,,True,500000,0.0001
11388,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,1.0,,1.4,,True,500000,0.0001
11389,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,1.0,,1.4,,True,500000,0.0001
11390,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,1.0,,1.4,,True,500000,0.0001
11391,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,1.0,,1.4,,True,500000,0.0001
11392,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,1.0,,1.4,,True,500000,0.0001
11393,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,1.0,,1.4,,True,500000,0.0001
11394,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,1.0,,1.5,,True,500000,0.0001
11395,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,1.0,,1.5,,True,500000,0.0001
11396,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,1.0,,1.5,,True,500000,0.0001
11397,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,1.0,,1.5,,True,500000,0.0001
11398,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,1.0,,1.5,,True,500000,0.0001
11399,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,1.0,,1.5,,True,500000,0.0001
11400,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,1.0,,1.75,,True,500000,0.0001
11401,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,1.0,,1.75,,True,500000,0.0001
11402,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,1.0,,1.75,,True,500000,0.0001
11403,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,1.0,,1.75,,True,500000,0.0001
11404,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,1.0,,1.75,,True,500000,0.0001
11405,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,1.0,,1.75,,True,500000,0.0001
11406,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,1.0,,2.0,,True,500000,0.0001
11407,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,1.0,,2.0,,True,500000,0.0001
11408,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,1.0,,2.0,,True,500000,0.0001
11409,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,1.0,,2.0,,True,500000,0.0001
11410,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,1.0,,2.0,,True,500000,0.0001
11411,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,1.0,,2.0,,True,500000,0.0001
11412,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,3.0,,1.05,,True,500000,0.0001
11413,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,3.0,,1.05,,True,500000,0.0001
11414,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,3.0,,1.05,,True,500000,0.0001
11415,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,3.0,,1.05,,True,500000,0.0001
11416,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,3.0,,1.05,,True,500000,0.0001
11417,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,3.0,,1.05,,True,500000,0.0001
11418,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,3.0,,1.1,,True,500000,0.0001
11419,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,3.0,,1.1,,True,500000,0.0001
11420,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,3.0,,1.1,,True,500000,0.0001
11421,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,3.0,,1.1,,True,500000,0.0001
11422,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,3.0,,1.1,,True,500000,0.0001
11423,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,3.0,,1.1,,True,500000,0.0001
11424,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,3.0,,1.15,,True,500000,0.0001
11425,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,3.0,,1.15,,True,500000,0.0001
11426,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,3.0,,1.15,,True,500000,0.0001
11427,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,3.0,,1.15,,True,500000,0.0001
11428,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,3.0,,1.15,,True,500000,0.0001
11429,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,3.0,,1.15,,True,500000,0.0001
11430,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,3.0,,1.2,,True,500000,0.0001
11431,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,3.0,,1.2,,True,500000,0.0001
11432,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,3.0,,1.2,,True,500000,0.0001
11433,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,3.0,,1.2,,True,500000,0.0001
11434,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,3.0,,1.2,,True,500000,0.0001
11435,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,3.0,,1.2,,True,500000,0.0001
11436,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,3.0,,1.3,,True,500000,0.0001
11437,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,3.0,,1.3,,True,500000,0.0001
11438,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,3.0,,1.3,,True,500000,0.0001
11439,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,3.0,,1.3,,True,500000,0.0001
11440,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,3.0,,1.3,,True,500000,0.0001
11441,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,3.0,,1.3,,True,500000,0.0001
11442,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,3.0,,1.4,,True,500000,0.0001
11443,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,3.0,,1.4,,True,500000,0.0001
11444,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,3.0,,1.4,,True,500000,0.0001
11445,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,3.0,,1.4,,True,500000,0.0001
11446,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,3.0,,1.4,,True,500000,0.0001
11447,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,3.0,,1.4,,True,500000,0.0001
11448,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,3.0,,1.5,,True,500000,0.0001
11449,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,3.0,,1.5,,True,500000,0.0001
11450,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,3.0,,1.5,,True,500000,0.0001
11451,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,3.0,,1.5,,True,500000,0.0001
11452,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,3.0,,1.5,,True,500000,0.0001
11453,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,3.0,,1.5,,True,500000,0.0001
11454,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,3.0,,1.75,,True,500000,0.0001
11455,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,3.0,,1.75,,True,500000,0.0001
11456,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,3.0,,1.75,,True,500000,0.0001
11457,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,3.0,,1.75,,True,500000,0.0001
11458,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,3.0,,1.75,,True,500000,0.0001
11459,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,3.0,,1.75,,True,500000,0.0001
11460,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,3.0,,2.0,,True,500000,0.0001
11461,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,3.0,,2.0,,True,500000,0.0001
11462,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,3.0,,2.0,,True,500000,0.0001
11463,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,3.0,,2.0,,True,500000,0.0001
11464,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,3.0,,2.0,,True,500000,0.0001
11465,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,3.0,,2.0,,True,500000,0.0001
11466,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,10.0,,1.05,,True,500000,0.0001
11467,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,10.0,,1.05,,True,500000,0.0001
11468,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,10.0,,1.05,,True,500000,0.0001
11469,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,10.0,,1.05,,True,500000,0.0001
11470,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,10.0,,1.05,,True,500000,0.0001
11471,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,10.0,,1.05,,True,500000,0.0001
11472,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,10.0,,1.1,,True,500000,0.0001
11473,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,10.0,,1.1,,True,500000,0.0001
11474,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,10.0,,1.1,,True,500000,0.0001
11475,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,10.0,,1.1,,True,500000,0.0001
11476,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,10.0,,1.1,,True,500000,0.0001
11477,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,10.0,,1.1,,True,500000,0.0001
11478,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,10.0,,1.15,,True,500000,0.0001
11479,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,10.0,,1.15,,True,500000,0.0001
11480,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,10.0,,1.15,,True,500000,0.0001
11481,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,10.0,,1.15,,True,500000,0.0001
11482,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,10.0,,1.15,,True,500000,0.0001
11483,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,10.0,,1.15,,True,500000,0.0001
11484,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,10.0,,1.2,,True,500000,0.0001
11485,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,10.0,,1.2,,True,500000,0.0001
11486,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,10.0,,1.2,,True,500000,0.0001
11487,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,10.0,,1.2,,True,500000,0.0001
11488,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,10.0,,1.2,,True,500000,0.0001
11489,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,10.0,,1.2,,True,500000,0.0001
11490,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,10.0,,1.3,,True,500000,0.0001
11491,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,10.0,,1.3,,True,500000,0.0001
11492,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,10.0,,1.3,,True,500000,0.0001
11493,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,10.0,,1.3,,True,500000,0.0001
11494,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,10.0,,1.3,,True,500000,0.0001
11495,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,linear,none,0_100,10.0,,1.3,,True,500000,0.0001
11496,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,none,none,0_100,10.0,,1.4,,True,500000,0.0001
11497,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,none,linear,none,0_100,10.0,,1.4,,True,500000,0.0001
11498,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,none,none,0_100,10.0,,1.4,,True,500000,0.0001
11499,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=4,linear,none,0_100,10.0,,1.4,,True,500000,0.0001
11500,huber,top_spearman,90,8,0.0,0.0,0.95,0.03,z=5,none,none,0_100,10.0,,1.4,,True,500000,0.0001
